,DECLARANT,PARTNER,TCI_2001,TCI_2002,TCI_2003,TCI_2004,TCI_2005,TCI_2006,TCI_2007,TCI_2008,TCI_2009,TCI_2010,TCI_2011,TCI_2012,TCI_2013,TCI_2014,TCI_2015,TCI_2016,TCI_2017
<<<<<<< HEAD
51,AT,CV,3.4273188517040483,3.2714225392970984,4.051483858424394,4.539038875158333,3.2947032075733222,4.1462576188890585,4.288955485867302,4.468654152824628,4.151400911082997,3.909859139555897,3.617158048824791,3.874036953103538,4.106000901338274,2.4008603123834846,3.099030572610352,3.8960596151444857,4.029147581694091
52,AT,CW,,,,,,,,,,,,,2.7855161652736613,2.8965778078051065,3.458422412132532,3.0901759696130893,3.118638719051116
53,AT,CX,,,5.999842718346442,3.537784666246564,3.5647820500583456,3.870341010327044,2.199887718662957,,4.011430195576103,2.3852589700129534,,,5.306995714099814,5.670990445522905,,0.6020815012320312,
54,AT,CY,1.9096697396594828,2.241251269804854,2.1964701218932943,1.7137300932375816,1.3367921455475749,1.5046498843050464,1.370395462989654,1.6201630913391285,1.2931838239109106,1.4876616923830663,1.4884751233794815,1.51881059337822,1.3180270339211049,1.0988552539718883,1.3830885185823818,1.3585103751607988,1.6551074140226885
55,AT,CZ,0.43944861691702697,0.4259640318990031,0.4303706374903357,0.3990706212417897,0.4926670219725526,0.5098696018618826,0.4557430935400498,0.4816807508178594,0.5199657763448975,0.5931090385034641,0.5813189863701835,0.5660868560205304,0.5831719058440974,0.5782006090645938,0.5527768636958752,0.5532949078225037,0.5628962040652944
56,AT,DE,0.5463063432891687,0.5184997271518331,0.5091610763616646,0.5026017672994543,0.5509708443360993,0.5227062903293723,0.4960479480876327,0.4933223710167143,0.5229126418082816,0.5329737951946522,0.497861348853851,0.5120387912478125,0.4966462596068006,0.4909302922403594,0.4955679407574991,0.4705011805886584,0.4583081350851867
57,AT,DJ,2.2884999697979,2.1881459907529868,2.0956400024029302,3.3555076640892163,4.106357449077495,3.277778499803983,3.644327282893759,3.9202662672455766,3.358654675439854,2.5902588897753938,3.4737189003536484,3.264920498951615,3.074202229569273,3.486181493687781,2.9770542048719832,3.3096409235841984,3.46628283929439
58,AT,DK,1.0563749430619322,1.0534132890758372,1.0280449389807695,0.9861846259578964,1.056484172034728,1.0263119218455463,1.0772409592422405,1.1169861494119802,1.1924838505044777,1.1341493588643732,1.1133767962920766,1.2890217473308527,1.3302217758488173,1.2179989311683592,1.1699839099992213,1.1915194749771276,1.0651304225840157
59,AT,DM,5.9812149103681955,5.0142559295391305,7.2901755823260395,7.7291825277728226,6.2425820199361075,4.450635526043019,7.580611850785742,5.691828705481327,5.350833697368276,4.2755013546278,6.0944878331233445,7.524464978422498,6.390386416720292,5.194922594521692,3.6263476556095458,4.068869809897343,3.4561525558490853
60,AT,DO,3.6653490167926703,3.660964605870619,3.5210552239756567,3.234315246520614,3.0745499341042644,3.052145436286092,2.926991272312494,2.675886987542612,2.6673506022200244,2.777890442781928,2.800547826870626,2.6343451208647197,2.3716041791963502,2.2602437621572853,2.4157317489939247,2.3113305581398267,2.1649217604097024
61,AT,DZ,1.7900660443869247,1.933381290959548,1.9425978355952933,1.855704315411199,1.9913727194133424,1.8587912265623536,1.968037041475476,1.891211537078455,1.7727128500659195,1.757326713263221,2.1050688804371296,2.3539350763309543,2.153221550745132,2.1909707595205705,2.098925815596887,1.9138762225218109,1.9921495856852487
62,AT,EC,2.000021354538408,2.1995901499451938,2.214374717655286,2.277536573445386,2.282768955265374,2.2675414396003024,1.9254362449199296,2.0803901960494557,2.241594018161634,1.8271164201824253,1.8038715050941683,2.140819245830559,2.035265582242108,1.9495597880379798,1.880329225472404,1.792510416713084,1.8788538959657333
63,AT,EE,1.7305758319070828,2.0808189317206307,2.049812698214072,1.4998646712235764,1.6768451939202778,1.2162528528654604,1.1935696276325083,1.3257297148814744,1.2508568927521189,1.3448735892588015,1.544815196935656,1.5080031345984064,1.4648839347467195,1.4416422246719438,1.5578692667858698,1.6081949788745349,1.4864821118742082
64,AT,EG,1.4503472307347682,1.7930011295565036,1.7393402921731762,1.6658831460034766,1.6989103582830216,1.5769363282829751,1.547675492831316,1.5836088169432512,1.433966322556261,1.5112387359079675,1.647727541185512,1.7473723603756726,1.7936335507138204,1.5927445833991665,1.509391479115902,1.474756916361031,1.4515566410621548
65,AT,EH,,,,,,,,,,,,,0.6934650263311404,4.157284656905427,,5.2914873778224765,3.7065684576131495
66,AT,ER,4.137327537494162,4.331615142770205,4.122044821541593,4.284696872680851,4.795676004225242,5.284596072589426,4.261259499564871,3.740711903581792,4.054710008693552,3.1854322605721235,4.137225390674318,4.0595100560118125,3.5079464815465244,3.5547576675460824,3.852011511321503,4.261765334173568,2.8629374721596443
67,AT,ES,1.0634994924609915,1.0622071666275432,0.9719986292268824,0.9582893234651312,0.9205053117348926,0.8227046984249209,0.8967095550655615,0.9569980186501558,1.1626966413503108,1.2141152959975987,1.112405355493288,1.1053266564693789,1.0836091758966429,1.0036389879034395,0.9933365319095859,0.9543480004058219,0.978490558597574
68,AT,ET,2.2497785138523767,2.772842106719033,2.7977614204869155,2.4010927034296707,3.0933926810658083,2.7136429136877562,2.857210408154323,2.7371290804896242,2.456948928155936,2.718231744405218,2.9949477107224984,2.553249024386019,2.5210292343316008,2.1818827486821646,2.2616449941411005,2.1067515166529,3.0094123589858466
69,AT,FI,1.1957565067878198,1.2020039119673531,1.2625019186116435,1.2293879783150796,1.3927965960566946,1.412958049771567,1.2479613415559003,1.273944027150124,1.3592582643625888,1.316846814066709,1.3105984203245795,1.334311567891128,1.3957075211925312,1.3180527398352115,1.3234995795586706,1.3184826941988372,1.2324710748689158
70,AT,FJ,5.463456741827514,2.9713971033401814,4.408757724785323,4.726261540609297,5.772449080931512,3.629783471227911,5.014838762576335,2.5411558131579612,4.04012181041423,4.096310328799904,5.2634744374585685,3.889435490092106,5.12808944003299,2.570648639266092,1.3378583532994937,2.9775192924137768,3.1280841986319667
71,AT,FK,10.180774382919044,8.638753730696198,9.502896466788023,,8.745663408344253,9.852095125454003,9.665633873622863,9.255428607161734,9.001810349882414,8.866879496070208,7.60426686662848,9.787649824645742,4.991431124142856,8.437424288561004,8.731009343696972,6.938143765465744,4.878678364937478
72,AT,FM,5.219995765752466,,,,,3.862459045423824,2.0016325412938962,5.831791677167168,,,4.63204649508137,3.945994993034458,1.4458433010302718,,1.7603902960361335,,
73,AT,FO,3.4700601328088467,4.070128998438647,3.313950702443383,2.884611568099773,4.105301053640152,3.7190648186071225,2.877059042693023,2.932783101590734,3.1323006303896976,3.8702762200454033,4.022226512844642,4.012797908986977,3.6878292684754728,3.2673500756268696,3.849354201245339,3.1085742396777345,3.582207125099917
74,AT,FR,1.027251795317372,1.0039163814724008,1.0005282995963067,0.9350237077674488,1.0354081580084755,0.8830387006270038,0.9164703570546172,0.8898807024370863,0.9706995955433984,0.9940273891621768,1.0169029536893717,1.1814637680411515,1.2019523975751862,1.3662838202002896,1.2893288326304124,1.035064928927231,1.4280661450198042
75,AT,GA,2.693649522281209,2.051990377026218,2.2108002913966467,2.1725702546233947,1.909950586852136,1.6783259570572744,1.8167640511288856,1.9862553876045976,2.106873899987148,1.9489424413055376,1.4452629118342193,1.6295669639165518,1.9873446162531487,2.3707228539345526,2.3140027775333922,2.883471840855733,2.8468665316782014
76,AT,GB,1.0271612145014868,0.9774587657744028,1.0238575919109327,0.8995187531058719,0.8692749648402468,0.8455254753206751,0.8445941021119572,0.9766415938263678,1.2740286771148694,1.1961385100332669,1.0495055831966789,1.0383457343396914,0.9511216585103656,0.907988719277305,0.9086508501619384,0.8952393513688522,0.9027676605465228
77,AT,GD,4.636838299159737,5.045558127188825,4.661217553228141,4.462135139830041,5.2364742079307725,4.05747798064608,3.3472625343004907,3.483987087468567,3.6544220107620173,4.329945228530454,4.406570717424442,6.962799263695207,3.228336517818089,4.878653862924988,4.629490174708913,2.992905286065765,5.7039890999327625
78,AT,GE,2.043030692139405,1.7812320757691145,1.5436438316433436,1.6746092921232558,1.4799738580422783,1.6105159364902841,1.7800248500861564,1.383116740177072,1.2870887008167,1.4411909000672585,1.4330227819758932,1.6027231255681005,1.5842247785611494,1.4243557782636211,1.4176570977023006,1.3167128458437551,1.2944600467032632
79,AT,GH,3.0649270428451167,3.0416977337523563,2.6791597820949167,2.7803546231853944,2.399640344134539,2.668225244455679,2.3445161995346178,2.778560234242986,2.371303010456701,2.8384371616301696,2.7269761786208933,2.760660897670963,2.2561574150469275,2.199626530301955,1.998319607196242,1.9914186727546588,2.144966390061032
80,AT,GI,5.365606029404675,4.076062381537798,4.5355557607263055,4.4702362997553085,6.056393778910698,5.803195683124187,5.861123948487505,5.4416714991565485,6.966576716744982,6.3249628068571475,6.506677651066876,6.922479326620167,7.200806828362148,6.769288766779432,5.2859911863539,5.972900119046128,6.046083922873504
81,AT,GL,4.981931594663747,3.995377430935787,4.32354982980964,6.0168112367961815,5.498294177856349,7.000191289521577,5.541671031396751,4.92356570417761,5.368422675413543,5.297644775963604,5.033338161640917,5.2552669099371245,5.446932010004567,5.631140480714416,4.691374197430027,4.527177457744635,4.321523563911193
82,AT,GM,4.126993615571745,4.088087514194319,4.11557126062835,4.395500739801342,4.565885332678165,3.9921478550205136,3.6889713247768015,3.971993778403384,2.6556901923490672,2.842224950487734,2.4633079327727407,3.062619795976945,3.0735636382730496,2.2577937900643845,2.3656543051072294,2.63154439991958,2.7431491498825555
83,AT,GN,1.9923963501485968,2.2815183918330098,3.1579770780718266,4.174437455265904,3.875411895627929,4.042285512373222,3.710064250967244,3.5998069379378266,5.0252049686673965,5.508641372316028,3.8069342211970576,4.387809041060883,4.833290718051527,5.204980196752347,4.188426509125754,4.2955406402531455,2.9171484275872563
84,AT,GQ,4.227797050266689,,5.831931766985787,5.0869263825579205,3.9363167086021615,3.43866711799953,2.2234818905482583,2.230482551864589,2.6876611491968743,2.648153789784637,3.818306595829351,2.439689400457094,2.8529394019351555,4.413527337788285,4.758132377557749,4.4036354191237255,5.493496712086818
85,AT,GR,1.3145304667806406,1.2130075988440856,1.3459100494247538,1.3080762491885087,1.223759955100759,1.168202708273906,1.256178656013297,1.2734682248708549,1.2810819790091308,1.3346145283844166,1.2899562015046593,1.321629061606678,1.2333103177861426,1.1352220589465638,1.1214079859773978,1.1276565118731796,1.068395343036303
86,AT,GS,,5.794160634630106,,,,,,,,,,,,,,,
87,AT,GT,2.5992016291751208,2.256330398210169,2.468033486867036,1.981288354029728,2.172808296332628,2.3591516985575045,2.206870409752283,2.3419460825448684,2.4812127417874024,2.2440676710982825,2.405174588473672,2.1875565232714442,1.8746293648645085,2.0504491628801027,1.9853443491149958,1.7236289366531323,1.7302267464301424
88,AT,GU,5.104866952586192,8.502071715386466,6.029992311363787,5.13079694952022,6.58270469456089,6.6775026178455335,6.718322726409005,6.627442837471355,5.274013193554798,4.665461969806422,1.9482523979571336,4.712120163233598,,5.8424773340637675,4.373269511048384,4.432480092527563,4.619944280127704
89,AT,GW,,7.8226359273785935,,4.980323893836958,6.314842422511735,9.526790794981157,7.138517742765564,3.9973688108044083,,4.256496907886585,5.706287926709356,3.482552167059569,5.0464417710692615,4.1663693016721375,7.802302920932772,6.8669318915351765,3.462923144376356
90,AT,GY,4.589952657293749,4.2481190419667705,4.984254541498569,4.2304551558411685,3.471863833792472,5.631779500545868,3.3065576253867883,2.835241061574115,4.114429158618711,3.02723590379088,2.4238192489070336,2.6483885418437163,3.914803928873408,2.5388862173344995,3.660759136719988,3.3713851490057403,2.7617155017673687
91,AT,HK,1.4747084569021545,1.4655806926892043,1.788264966567092,1.811585195656616,2.0447082527622356,2.084500060767885,2.0183949008395587,1.9528879783841624,1.946985473813455,1.922413178327164,1.8508135865477893,1.7464552027324716,1.9918074353043456,1.8723041133037257,1.9604431451603517,1.8451162920847104,1.7775894245667554
92,AT,HN,2.8649651197015493,3.4974806649709875,3.6468378328066353,3.5755936044874512,3.3447192847056337,3.0483772216859144,3.5453527689860462,3.0619727531926237,2.765574856435199,2.5037009690005414,2.8966857585972985,2.1757085127573035,2.163149596397465,2.0443924769657933,2.529631029206079,2.2686800591228526,1.8114068887778405
93,AT,HR,0.5597048194114217,0.5759332356790181,0.5567955086013877,0.6243105340859623,0.5740697370657356,0.5376491303218455,0.5078401964121094,0.4841440349100367,0.4882517436950893,0.5423460328341778,0.5293532197270511,0.6081488120275834,0.6164613042078861,0.7352724499339327,0.7843216932423862,0.747363406167735,0.8336071557193955
