,DECLARANT,PARTNER,TCI_2001,TCI_2002,TCI_2003,TCI_2004,TCI_2005,TCI_2006,TCI_2007,TCI_2008,TCI_2009,TCI_2010,TCI_2011,TCI_2012,TCI_2013,TCI_2014,TCI_2015,TCI_2016,TCI_2017
0,AT,AD,2.5178953401559885,2.371793053096182,2.699358004148833,2.7526408737764823,2.606539730869475,2.35584938690334,2.4780168060860968,3.1643418575710984,2.7774658392353784,2.800568392366228,2.498073588586543,2.5964721769400563,2.2985597443857504,2.5860175322038126,2.7528620816014557,2.7208884971626657,2.5512049401842383
1,AT,AE,1.5059327773543132,1.4706300778236931,1.8960176918963976,1.4467375727863812,1.4266901956251654,1.23780170912884,1.422455075102757,1.3389665883199942,1.3627520738631167,1.4242214562472078,1.3459127460664686,1.2911831816162966,1.438045800609833,1.3919380043696492,1.2181759883230154,1.4367057025985257,1.3765442565390449
2,AT,AF,4.424295819739224,3.1769034642932983,3.8198376128964,1.3924045257184416,2.1050420475127924,2.035948707826302,2.7742012389106305,3.0273843844040065,2.1482259632327683,1.975007515329769,1.9289301935468008,2.153349406303425,2.3652843104275947,1.9742816879206049,2.3831870870443987,2.488663377613649,2.4955243523383994
3,AT,AG,4.800564439794706,8.035403609266174,6.417365609386576,5.531997837392494,5.171349635793844,4.4735959706846105,4.860701421174162,5.871764538911935,5.983980571759147,5.66400940829841,6.0411092602777,5.837964487659067,6.01051095980699,5.825846718282912,5.686213340329957,6.045815183116948,5.0664348846105005
4,AT,AI,4.503731189836903,4.395490900224639,3.1661439987069118,4.349032356472866,4.331735125713871,3.906415219116607,3.141645681879055,4.376058470682296,5.7009089143815075,3.314329406340927,4.153836701675629,5.902089680616993,4.8959054604834105,6.555205087232424,3.587915841115648,4.419665351635852,5.448961345741909
5,AT,AL,2.3258923365488644,1.9774762493076528,2.042939709524175,2.0043660789645408,1.9270357821632584,2.020364987318363,2.09209444361799,2.0503498067125734,1.8135589477704768,1.7536754159219683,1.8357322539034544,2.1827481467577305,1.8430686900048483,2.14636562640598,1.969473396042915,2.0324199971073003,2.2708948390924024
6,AT,AM,2.7182922844241992,2.778928076412144,2.6072544562697253,2.7223150690185274,3.190855804302278,2.465040937561904,1.956650447813221,1.7878355260916283,1.9806865436652377,1.826880259618925,2.3162886773398266,2.1763087915100665,1.7616278014350435,2.050474613852616,1.707596847989168,2.265056879935784,2.1784310711818446
7,AT,AN,3.1714326304162794,2.980102360237783,3.232607615666648,3.25658123413988,3.3100704561989858,3.6956730712334913,3.5267666695142283,3.905428992813212,3.794784004067815,3.38611696504246,2.972017532879278,4.02111353411975,,,,,
8,AT,AO,3.888633020875988,1.3181933574090954,3.5160500625076656,3.0725876379400017,3.6047481052103416,3.684885079688101,3.2997457170833324,3.5132251544862285,3.6986692550558375,3.6079493962741918,3.868373304595918,3.7958772625568833,3.8510131016169713,3.5661733792833763,2.271899622531442,2.408675680584371,3.4530977166805497
9,AT,AQ,,4.894147079655559,6.38306926738947,4.015605922996694,,,,,,,,8.292382654628073,,,,,
10,AT,AR,2.115671665392193,2.969520976557221,2.3896127205797346,2.506351934302046,2.2166623923937934,2.2193758684510656,2.535183188294486,2.622139742374666,2.6893357203894483,2.608330831537216,2.6947879307817524,2.7552181359604435,2.62945836108854,2.4320958647064224,2.5612775191586428,2.1396422523733434,1.9000507392328203
11,AT,AS,,8.174785556674824,,,4.764682667910624,1.807332349712859,10.583300624005929,,6.298991774826972,4.697149791898601,5.414202106426552,4.756497761043393,4.83618660259695,,4.756440559640779,5.465391391715933,5.55681186749842
12,AT,AU,1.3870617532362792,1.319916532325477,1.4424180539634732,1.349252419473273,1.3933995388216316,1.3932762244998216,1.3179495734401192,1.363591242309936,1.3894790363197034,1.2705022154150163,1.3613774621618824,1.4432482355776048,1.3519784461536126,1.298799874189572,1.5069976503821771,1.577769289345369,1.3965626056370253
13,AT,AW,5.643503175420331,5.714272670199675,4.912986172916345,5.230651041717242,3.943646249922664,5.696264177922182,5.566824395622467,5.732511009025737,3.5159621936758065,4.599723107797884,4.8506959956616456,4.546940533332694,4.809007282074078,3.5234728740093537,3.1697800152242284,3.5721878436286634,3.8840867643466286
14,AT,AZ,0.7483440526680885,0.7066599865546261,0.5764835681029352,0.8788889349330355,0.5658195444354767,0.6320939709904436,1.8932688612187842,3.3623870600923937,1.2854284571337788,1.101565082773687,1.5196214169554838,0.8225294680729304,0.2970375546040322,0.32938785302575524,0.28607331410575965,0.4395292565235995,0.2319519474141569
15,AT,BA,0.921158826392813,0.9485088801272638,0.8914873542819911,0.7968926874308041,0.8084254993158999,0.7192869553613281,0.6060320925160071,0.5964794112474648,0.6139334745803456,0.59718189391707,0.6125804568686724,0.6371483433407831,0.6260007666595707,0.5798179923115664,0.65865250662629,0.6908400393697952,0.7301200895371358
16,AT,BB,2.226633318138448,3.4861967586961966,3.450454005697174,3.0761371198916683,2.873807735478826,2.7797814816049344,3.5855835969374867,2.5187222020384445,3.1862078662712605,3.3830198629802912,3.02804160481338,3.2175674772688168,3.406166001995977,3.961155208609683,2.5321536142974295,3.029853406210739,3.5114595636755888
17,AT,BD,1.0694149609454964,1.1538916239234265,1.0321466907530763,1.0994118092908742,1.0378668662426842,1.0359510248238275,0.819954529781865,1.91662543793368,2.568559000564752,1.985582802257344,1.1027770035065323,1.902080006936001,0.9375368367815852,0.7740271103893549,0.7927000037783568,0.6982274325382996,0.6672824201589693
